MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Screen Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
20,RL,68.0,9316,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,Plywood,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,544.0,Unf,480.0,GasA,Gd,Y,SBrkr,1020,0,0.0,2,3,TA,5,Typ,0,Missing,Attchd,1965.0,Unf,288.0,TA,TA,Y,171,0,0,5,2009,Oth,Family,124100
20,RL,68.0,7791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1963,1995,Gable,CompShg,Plywood,Plywood,Missing,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,624.0,Unf,288.0,GasA,Ex,Y,SBrkr,912,0,1.0,1,3,Gd,6,Typ,0,Missing,Attchd,1963.0,RFn,300.0,TA,TA,Y,0,0,0,10,2009,WD ,Normal,129000
20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,270.0,GasA,Ex,Y,SBrkr,1144,0,1.0,1,3,TA,6,Typ,1,TA,Attchd,1961.0,RFn,264.0,TA,TA,Y,165,0,0,3,2009,WD ,Normal,131400
20,RL,60.0,8281,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,553.0,BLQ,0.0,GasA,Gd,Y,SBrkr,864,0,0.0,1,3,TA,5,Typ,1,Po,Detchd,1965.0,Unf,360.0,TA,TA,Y,0,0,0,12,2009,WD ,Normal,62383
20,RL,65.0,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,LwQ,140.0,BLQ,182.0,GasA,Gd,Y,SBrkr,912,0,0.0,1,3,TA,6,Typ,0,Missing,Attchd,1962.0,Unf,252.0,TA,TA,Y,0,0,0,10,2009,WD ,Normal,123000
20,RL,68.0,15676,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,1733.0,Rec,189.0,GasA,Gd,Y,SBrkr,2014,0,1.0,2,2,Gd,6,Maj1,2,Gd,Attchd,1980.0,RFn,864.0,TA,TA,Y,462,0,0,4,2009,WD ,Normal,275000
60,RL,68.0,11949,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,Gd,PConc,Gd,TA,No,GLQ,601.0,ALQ,158.0,GasA,Ex,Y,SBrkr,975,780,0.0,2,3,Gd,7,Typ,1,TA,Attchd,1991.0,Unf,524.0,TA,TA,Y,502,60,0,7,2009,WD ,Normal,235000
160,FV,32.0,2880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1376.0,GasA,Ex,Y,SBrkr,1376,1629,0.0,2,3,Gd,9,Mod,1,TA,BuiltIn,2004.0,Fin,704.0,TA,TA,Y,0,177,0,7,2009,WD ,Normal,280750
160,FV,40.0,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,612.0,GasA,Ex,Y,SBrkr,612,612,0.0,2,2,Gd,4,Typ,0,Missing,Detchd,2009.0,RFn,528.0,TA,TA,Y,0,234,0,6,2009,New,Partial,164500
160,FV,30.0,3000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,294.0,Unf,318.0,GasA,Ex,Y,SBrkr,612,612,0.0,2,2,Gd,4,Typ,0,Missing,Detchd,2009.0,RFn,528.0,TA,TA,Y,0,234,0,6,2009,New,Partial,173733
120,FV,68.0,3830,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,280.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1726.0,GasA,Ex,Y,SBrkr,1726,0,0.0,2,2,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,561.0,TA,TA,Y,0,254,0,1,2009,New,Partial,222000
120,FV,68.0,4217,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,962.0,Unf,183.0,GasA,Ex,Y,SBrkr,1256,0,1.0,1,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,641.0,TA,TA,Y,0,169,0,3,2009,WD ,Normal,195000
160,FV,34.0,3230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,348.0,GasA,Gd,Y,SBrkr,742,729,0.0,2,3,TA,6,Typ,0,Missing,Detchd,1999.0,Unf,440.0,TA,TA,Y,0,24,0,3,2009,WD ,Normal,172500
160,FV,34.0,2998,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,507.0,Unf,249.0,GasA,Ex,Y,SBrkr,756,756,1.0,2,2,Gd,4,Typ,0,Missing,Detchd,2000.0,Unf,440.0,TA,TA,Y,0,32,0,8,2009,WD ,Normal,180000
160,FV,35.0,3768,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,549.0,Unf,142.0,GasA,Ex,Y,SBrkr,713,739,1.0,2,3,Gd,6,Typ,0,Missing,Detchd,1999.0,Unf,506.0,TA,TA,Y,0,34,0,9,2009,WD ,Normal,156000
160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649.0,Unf,321.0,GasA,Ex,Y,SBrkr,983,756,1.0,2,3,Gd,7,Typ,0,Missing,Attchd,1999.0,Fin,480.0,TA,TA,Y,115,0,0,8,2009,WD ,Abnorml,172500
20,RL,68.0,14694,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1977,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,450.0,Ex,Ex,CBlock,Gd,Gd,Gd,GLQ,1252.0,ALQ,306.0,GasA,Ex,Y,SBrkr,1694,0,1.0,2,2,Ex,5,Typ,1,Gd,Attchd,1977.0,Fin,642.0,TA,TA,Y,501,120,0,6,2009,WD ,Normal,318750
120,RL,61.0,3782,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1981,1981,Gable,CompShg,Wd Sdng,Plywood,Missing,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,960.0,Unf,266.0,GasA,TA,Y,SBrkr,1226,0,1.0,1,1,Gd,4,Typ,2,TA,Attchd,1981.0,Fin,484.0,TA,TA,Y,133,78,0,9,2009,WD ,Normal,211500
20,RL,110.0,15417,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,5,1981,1981,Gable,CompShg,BrkFace,BrkFace,Missing,0.0,Gd,TA,CBlock,Gd,TA,Mn,LwQ,121.0,Unf,1619.0,GasA,TA,Y,SBrkr,1740,0,0.0,1,2,Gd,7,Typ,0,Missing,Attchd,1981.0,RFn,540.0,TA,TA,Y,228,20,0,6,2009,WD ,Normal,241600
80,RL,80.0,9600,Pave,Reg,Low,AllPub,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,392.0,GasA,Ex,Y,SBrkr,1487,1012,0.0,2,4,TA,5,Typ,1,Gd,Attchd,1976.0,Unf,527.0,TA,TA,Y,0,64,0,1,2009,WD ,Abnorml,180500
20,RL,68.0,9991,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116.0,Unf,165.0,GasA,Ex,Y,SBrkr,1620,0,1.0,2,3,TA,8,Min1,1,TA,Attchd,1993.0,Unf,490.0,TA,TA,Y,120,78,0,6,2009,WD ,Normal,150000
60,RL,78.0,11700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,298.0,Unf,429.0,GasA,Ex,Y,SBrkr,829,727,0.0,1,4,TA,8,Typ,0,Missing,Attchd,1968.0,Unf,441.0,TA,TA,Y,0,0,0,5,2009,WD ,Normal,154000
20,RL,68.0,11717,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1442.0,GasA,TA,Y,SBrkr,1442,0,0.0,2,2,TA,6,Typ,1,TA,Attchd,1970.0,RFn,615.0,TA,TA,Y,371,0,0,2,2009,WD ,Normal,185000
20,RL,68.0,9156,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1489.0,GasA,Gd,Y,SBrkr,1489,0,0.0,2,3,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,462.0,TA,TA,Y,0,0,0,8,2009,WD ,Normal,185750
60,RL,68.0,10382,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,Stone,240.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,859.0,BLQ,216.0,GasA,Ex,Y,SBrkr,1107,983,1.0,2,3,TA,7,Typ,2,TA,Attchd,1973.0,RFn,484.0,TA,TA,Y,235,204,0,11,2009,WD ,Normal,200000
60,RL,68.0,12732,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1974,1974,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,CBlock,TA,TA,Mn,GLQ,560.0,LwQ,150.0,GasA,TA,Y,SBrkr,1285,782,0.0,2,3,Gd,7,Typ,2,TA,Attchd,1974.0,RFn,784.0,TA,TA,Y,297,40,0,6,2009,WD ,Normal,206000
60,RL,68.0,12936,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,Missing,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593.0,Unf,130.0,GasA,TA,Y,SBrkr,735,660,0.0,1,3,TA,6,Typ,1,TA,Attchd,1972.0,Unf,497.0,TA,TA,Y,294,116,0,12,2009,WD ,Normal,162000
60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,256.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,932.0,GasA,Gd,Y,SBrkr,1271,1369,0.0,2,5,Gd,8,Typ,1,TA,Attchd,1967.0,RFn,515.0,TA,TA,Y,0,120,168,5,2009,WD ,Normal,256900
80,RL,68.0,17871,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528.0,Unf,1152.0,GasA,Fa,Y,SBrkr,1724,0,1.0,1,3,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,480.0,TA,TA,Y,0,0,0,6,2009,WD ,Normal,197900
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,588.0,GasA,TA,Y,SBrkr,1336,0,0.0,2,3,TA,6,Typ,1,Fa,Attchd,1969.0,RFn,502.0,TA,TA,Y,312,11,0,8,2009,WD ,Normal,163000
20,RL,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,Av,BLQ,955.0,Unf,261.0,GasA,TA,Y,SBrkr,1216,0,1.0,1,3,TA,5,Typ,0,Missing,Attchd,1969.0,Unf,336.0,TA,TA,Y,0,0,0,8,2009,WD ,Abnorml,113000
60,RL,68.0,13774,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,Gd,TA,No,GLQ,432.0,Unf,476.0,GasA,Ex,Y,SBrkr,1316,972,0.0,1,4,Gd,8,Typ,2,TA,Attchd,1977.0,RFn,520.0,TA,TA,Y,321,72,156,11,2009,WD ,Normal,230000
20,RL,80.0,9650,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686.0,Unf,664.0,GasA,TA,Y,SBrkr,1334,0,0.0,2,2,TA,6,Typ,1,TA,Attchd,1977.0,RFn,630.0,TA,TA,Y,0,16,0,4,2009,WD ,Normal,167900
20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,379.0,GasA,Ex,Y,SBrkr,1680,0,1.0,2,3,Gd,7,Maj1,1,TA,Attchd,1998.0,Fin,583.0,TA,TA,Y,78,73,0,6,2009,WD ,Normal,213250
60,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,6,2001,2001,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,643.0,Unf,167.0,GasA,Ex,Y,SBrkr,810,855,1.0,2,3,Gd,6,Typ,0,Missing,Attchd,2001.0,Fin,528.0,TA,TA,Y,0,45,0,11,2009,WD ,Normal,227000
20,RL,62.0,7130,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,HdBoard,Missing,0.0,TA,TA,PConc,TA,TA,No,BLQ,648.0,Unf,216.0,GasA,TA,Y,SBrkr,864,0,0.0,1,2,TA,5,Typ,0,Missing,Attchd,1967.0,Fin,312.0,TA,TA,Y,0,0,0,6,2009,WD ,Normal,130000
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Hip,CompShg,HdBoard,HdBoard,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1568.0,GasA,TA,Y,SBrkr,1568,0,0.0,1,3,TA,7,Typ,0,Missing,Attchd,1967.0,Unf,440.0,TA,TA,Y,160,40,0,3,2009,COD,Normal,143000
20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,338.0,Rec,121.0,GasA,Ex,Y,SBrkr,925,0,0.0,1,2,TA,5,Typ,0,Missing,Detchd,1965.0,Unf,429.0,TA,TA,Y,0,0,0,7,2009,WD ,Normal,117500
60,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,252.0,TA,TA,CBlock,TA,TA,No,ALQ,698.0,Unf,467.0,GasA,Gd,Y,SBrkr,1165,896,0.0,2,4,TA,8,Typ,1,TA,Attchd,1974.0,RFn,498.0,TA,TA,Y,0,77,196,5,2009,COD,Abnorml,168500
85,RL,68.0,16500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,509.0,TA,TA,CBlock,Gd,TA,Av,GLQ,962.0,Unf,270.0,GasA,Fa,Y,SBrkr,1320,0,0.0,2,3,TA,5,Typ,1,Gd,Attchd,1971.0,RFn,495.0,TA,TA,Y,0,20,0,5,2009,WD ,Normal,172500
20,RL,68.0,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,251.0,LwQ,491.0,GasA,TA,Y,SBrkr,1342,0,0.0,2,3,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,457.0,TA,TA,Y,0,0,197,9,2009,WD ,Normal,161500
20,RL,60.0,7436,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1960,1960,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,734.0,Unf,160.0,GasA,Gd,Y,SBrkr,894,0,1.0,1,2,TA,5,Typ,1,Po,Detchd,1988.0,Unf,396.0,TA,TA,Y,0,0,0,8,2009,WD ,Normal,141500
20,RL,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Unf,461.0,GasA,Ex,Y,SBrkr,864,0,0.0,1,3,TA,5,Typ,0,Missing,Detchd,1960.0,Unf,308.0,TA,TA,Y,0,0,0,9,2009,WD ,Normal,118000
20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,612.0,Unf,252.0,GasA,Ex,Y,SBrkr,864,0,0.0,1,2,TA,5,Typ,0,Missing,Detchd,2008.0,Unf,300.0,Ex,Ex,Y,0,0,0,10,2009,WD ,Normal,127500
20,RL,68.0,9450,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,265.0,GasA,TA,Y,SBrkr,1362,0,1.0,1,3,TA,6,Typ,1,Gd,Attchd,1982.0,RFn,768.0,TA,TA,Y,0,0,0,5,2009,WD ,Normal,140000
20,RL,68.0,13495,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,70.0,TA,Gd,CBlock,TA,TA,No,BLQ,625.0,LwQ,222.0,GasA,Fa,Y,SBrkr,1728,0,1.0,2,3,TA,7,Min1,1,Gd,Detchd,1956.0,Unf,576.0,TA,TA,Y,0,99,0,7,2009,WD ,Normal,177625
90,RL,85.0,11475,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1584.0,GasA,TA,Y,SBrkr,1776,0,1.0,2,4,TA,9,Typ,0,Missing,Detchd,1968.0,Unf,888.0,TA,TA,Y,0,25,0,7,2009,COD,Abnorml,110000
20,RL,100.0,10004,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196.0,BLQ,975.0,GasA,TA,Y,SBrkr,1516,0,0.0,1,3,TA,6,Typ,0,Missing,Attchd,1964.0,RFn,472.0,TA,TA,Y,0,0,152,2,2009,WD ,Normal,167000
20,RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,217.0,TA,TA,CBlock,TA,TA,No,ALQ,310.0,BLQ,491.0,GasA,TA,Y,SBrkr,1313,0,1.0,1,3,Gd,6,Typ,1,TA,Attchd,1961.0,RFn,610.0,TA,TA,Y,172,28,121,2,2009,WD ,Normal,153000
20,RL,115.0,10500,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,TA,Gd,CBlock,TA,TA,No,LwQ,998.0,Unf,294.0,GasA,TA,Y,SBrkr,1292,0,1.0,1,3,TA,6,Typ,2,Gd,Detchd,1964.0,Unf,520.0,TA,TA,Y,0,32,92,7,2009,COD,Abnorml,145100
20,RL,68.0,11000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740.0,Rec,184.0,GasA,Ex,Y,SBrkr,1154,0,0.0,1,3,TA,6,Typ,1,Po,Attchd,1966.0,RFn,480.0,TA,TA,Y,0,58,0,11,2009,WD ,Normal,154000
60,RL,68.0,8970,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,388.0,Unf,356.0,GasA,TA,Y,SBrkr,825,1315,0.0,2,4,TA,7,Typ,1,TA,Attchd,1965.0,Fin,549.0,TA,TA,Y,0,40,0,6,2009,WD ,Normal,177500
80,RL,68.0,12095,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564.0,Unf,563.0,GasA,TA,Y,SBrkr,1445,0,0.0,1,3,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,645.0,TA,TA,Y,180,0,0,8,2009,WD ,Normal,158000
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,ALQ,991.0,Unf,50.0,GasA,Ex,Y,SBrkr,1041,0,1.0,1,3,TA,6,Typ,0,Missing,Attchd,1959.0,RFn,270.0,TA,TA,Y,224,88,0,7,2009,WD ,Normal,124500
80,RL,85.0,11475,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkFace,90.0,TA,TA,CBlock,TA,TA,Gd,ALQ,568.0,Unf,640.0,GasA,Ex,Y,SBrkr,1576,0,1.0,1,4,Gd,7,Typ,1,Po,BuiltIn,1961.0,Fin,368.0,TA,TA,Y,85,0,0,9,2009,WD ,Normal,174500
20,RL,68.0,9768,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,100.0,ALQ,613.0,GasA,Gd,Y,SBrkr,960,0,1.0,1,2,TA,5,Typ,0,Missing,Attchd,1955.0,RFn,330.0,TA,TA,Y,0,70,0,2,2009,WD ,Normal,122000
30,RL,50.0,5330,Pave,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,Missing,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280.0,Unf,140.0,GasA,Gd,Y,SBrkr,708,0,0.0,1,2,Fa,5,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,Y,164,0,0,12,2009,WD ,Normal,82500
50,RL,68.0,7015,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185.0,Unf,524.0,GasA,TA,Y,SBrkr,979,224,1.0,1,3,Gd,5,Typ,1,TA,Detchd,1950.0,Unf,352.0,TA,TA,Y,0,0,0,7,2009,WD ,Normal,110000
